X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y,Ya,Yb,Yc 
75,Spoon ,33.75269192,5.2,6.309999218,55.69353639,59.21354455,0,0,0,0,9,1,1,1,1
86,Fork ,32,3.5,4,56,19,0,0,0,0,7,1,1,1,1
86.75,Spoon ,31.66352332,3.563476304,3.091284893,45.27337302,32.52928245,0,0,3,46,9,1,1,1,1
90.75,Spoon ,28,2.56552259,2,40,24.81431211,0,0,0,13,9,0,0,0,0
81.25,Spoon ,29,1.2,6.481053469,53.12436144,62.47618167,0,0,1,0,9,0,0,0,0
91.25,Spoon ,26,2.2,5.447100723,52,49.75,0,0,1,11,9,1,1,1,1
92.5,Spoon ,29,2.6,2.25,51,17.5,1,1,2,12,9,1,1,1,1
86.25,Spoon ,24,1.9,3.388136682,35,0.5,0,0,0,14,9,1,1,1,1
79.25,Fork ,28,2.886602153,5.616209108,62.96409789,75.25472499,0,0,2,26,9,1,1,1,1
99,Spoon ,26,3.470198977,6.059608322,49.63703633,52.43205421,0,0,0,22,9,1,1,1,1
85.25,Spoon ,29.72839063,1.5,3.106709105,34.74191995,2,0,0,2,0,9,0,0,0,0
93.25,Fork ,28,2.6,4,76,162,0,1,4,12,9,1,1,1,1
87,Fork ,27,5.5,4,52,40,0,0,0,20,9,1,1,1,1
76,Spoon ,28,4.2,4,32,36,0,0,2,0,9,0,0,0,0
65.5,Spoon ,30.03763561,3.1,19.5,57.5,88.5,0,0,1,0,9,1,1,1,1
90.25,Fork ,25,6.4,3,51,50,0,0,0,25,9,1,1,1,1
83.75,Fork ,28,0.7,4,68,109,0,0,0,14,9,1,0,1,1
69.75,Fork ,28,7.5,3,52,49,0,0,0,8,4,1,1,1,1
89.25,Spoon ,27.81799131,3.31,7,51,15.1,0,1,2,16,9,1,1,1,1
88,Spoon ,30,0.6,4.5,40,12,0,0,0,9,7.7,1,1,1,1
86.75,Spoon ,24,4.3,6.450567662,29,70,0,0,0,30,9,1,1,1,1
69.25,Spoon ,29.18443864,3.1,4,39,7,0,0,0,12,9,1,1,1,1
90.5,Fork ,27,4.4,4,75,31,0,0,2,14,6,0,0,0,0
94.25,Spoon ,26,2.1,6.333412367,59,9.5,0,0,0,50,9,1,0,1,1
81.5,Fork ,27,3.383250337,7.984953592,64.9691829,69.13810112,0,0,0,24,13,1,1,1,1
72,Spoon ,30.36186797,4.161512539,7.895967032,57.80301781,47.85284245,0,0,0,0,7.7,1,1,1,1
88.5,Spoon ,26,3.312552637,5.616630249,40.72504035,24.84557356,0,0,0,16,9,0,0,0,0
84.75,Spoon ,28,4.7,7,40,7,0,0,0,0,7.9,0,0,0,0
75.75,Spoon ,31.39879875,1.3,1,25,15,0,0,0,35,9,1,1,1,1
97.5,Spoon ,26,1.2,8.442705021,12.18,32.54372817,0,0,0,15,9,1,1,1,1
80.25,Fork ,30,3.4,9.3,77.4,124,0,0,0,33,9,1,1,1,1
97.75,Spoon ,28,4.7,3.5,21,28,0,3,3,12,9,1,0,1,1
83.5,Spoon ,28,6.8,2,22,12,0,0,2,11,9,0,0,0,0
94.75,Fork ,25,3.309067144,7.765412837,62.85956848,73.86894336,0,0,0,7,6,1,1,1,1
94.25,Fork ,31.14164382,3.2,3,32,24,0,0,0,46,9,1,1,1,1
95,Fork ,28,2.741978936,6.809053811,59.6482059,83.17890203,0,0,3,0,7.3,1,1,1,1
89,Spoon ,28,2.66,2,24,20.9,0,0,0,0,9,1,1,1,1
94.25,Spoon ,27.66983197,4,2.25,10,7.1,0,0,0,0,9,1,1,1,1
88.5,Fork ,25,3.6,5,51,44,0,0,0,24,9,1,1,1,1
82,Spoon ,28,3.3,2,22,26,0,0,0,0,9,1,0,1,1
84.5,Spoon ,40,3.566427743,3.391826425,41.57961705,21.27050261,0,0,0,32,9,1,1,1,1
78.25,Fork ,28,3.370534388,5.941925286,66.72461912,72.96727238,0,0,0,14,9,1,1,1,1
88.5,Spoon ,28.53725059,3,3.751045879,47.26895635,32.2060611,0,0,0,18,9,1,1,1,1
83.25,Spoon ,28,4.8,8,50,54.5,0,0,1,23,9,1,1,1,1
69.25,Spoon ,30,3.7,4,66,75,0,0,0,16,9,1,1,1,1
65,Spoon ,28,2.8,7,50,2,0,0,0,0,9,1,1,1,1
80.5,Spoon ,28.42333223,3.157588191,3.128613924,39.76768615,20.93537344,0,0,2,26,9,1,1,1,1
84.5,Fork ,28,3.7,11,71,71,0,0,0,27,24,1,1,1,1
98.25,Fork ,27,1.5,4,40,17,0,0,0,35,9,1,1,1,1
67.5,Spoon ,60,4.7,7.155550646,40,34.73016562,0,0,0,10,5.7,0,0,0,0
94,Fork ,21,2.2,4,58,101.8,0,0,0,13,9,1,1,1,1
88.75,Spoon ,35,2.5,5.062205199,53.6585704,50.6673662,0,0,1,36,9,0,0,0,0
70,Spoon ,28,3.510501252,3.850490632,35.61665963,13.81977461,0,0,2,18,9,1,1,1,1
75.25,Fork ,30.56734414,3.690322231,7.298116345,61.84216173,82.74577135,0,0,0,0,9,1,1,1,1
75.75,Spoon ,28.5359594,2.7,1,69,6,0,1,1,0,9,1,1,1,1
91.25,Spoon ,30,4.5,48,48,0.1,0,0,0,0,9,0,0,0,0
88,Spoon ,28,2.235054311,3.527681139,33.83568728,14.51433446,0,0,0,7,6.2,1,1,1,1
84.25,Fork ,27,3.2,5,46,6,0,0,1,0,9,0,0,0,0
94.25,Fork ,29.74657539,3.42,7.5,52.9,27.6,0,0,2,0,9,1,1,1,1
93.5,Fork ,27,3.561020506,5.957265134,60.77486569,68.31586759,0,0,0,7,0.2,0,0,0,0
89.5,Fork ,28,3.28,1,74,42,0,2,2,10,9,1,1,1,1
88.5,Spoon ,30,3.437586342,7.215141161,54.17170481,48.26526961,0,0,0,0,9,0,0,0,0
74.5,Fork ,32.11096255,5,6,66,83,0,0,0,0,9,1,1,1,1
89.75,Spoon ,28,4.086780387,4.800194267,49.04816321,34.70533829,0,0,2,0,9,1,1,1,1
88.5,Spoon ,25,4,4.284591113,10.4,13.10401354,0,0,0,25,9,1,1,1,1
94.75,Fork ,28.89980559,6.6,5,44,38,1,1,1,0,2.5,1,1,1,1
86.25,Fork ,30.02169473,3.8,4,48,16.4,0,0,1,24,9,1,1,1,1
79.25,Fork ,28,3.39915688,7.03157283,63.13367969,71.72775908,0,0,0,7,9,1,1,1,1
98.75,Fork ,28.03190827,3.264939079,7.270589527,60.485216,78.8197344,0,0,0,10,9,1,1,1,1
94.5,Fork ,27.85177512,2.8,6.5,64,48.6,0,0,0,7,2.9,0,0,0,0
85.5,Spoon ,31.86641832,4.63,2,56.9,28.62,0,0,4,40,9,1,1,1,1
89.5,Fork ,45,6,5.361188101,56.66836395,37.38858019,0,0,1,27,9,1,1,1,1
82.25,Spoon ,30.14719079,3.4,2,47,10,0,0,0,0,30,1,1,1,1
91.5,Fork ,28,2.6,3,77,33.8,0,0,0,0,9,1,1,1,1
89,Fork ,27.67198201,2.5,6,63,113,0,0,1,10,5.4,0,0,0,0
98.75,Spoon ,25,3,4.768722305,40.58147858,10.54,0,0,0,43,9,1,1,1,1
83.75,Spoon ,28,4.2,3.192571151,32,5.5,0,0,0,11,10,1,1,1,1
93.5,Spoon ,28,4,4,48,25,0,0,3,0,9,0,0,0,0
87,Fork ,30,3.5,4,45,63,1,1,2,16,9,1,1,1,1
79.25,Spoon ,28,3.42215659,3.319508815,42.69052973,17.7663413,0,0,0,0,4.2,1,1,1,1
81.75,Spoon ,29.62791564,3.541740107,3.249070459,40.32558972,19.12157664,0,0,0,32,9,1,1,1,1
90.25,Fork ,27.61400542,2.3,3,61,85,0,0,0,10,7.3,0,0,0,0
85.25,Fork ,28,2.1,1.5,45,36.5,0,0,0,0,9,0,0,0,0
70.5,Spoon ,29.50674892,3.22,3.860733876,43,17.17632199,0,0,0,20,9,1,1,1,1
84,Spoon ,28,2.9,1,67,28.5,0,2,3,14,9,1,1,1,1
75.5,Fork ,28.79458471,4.5,5,64.1,18.8,0,0,0,17,9,1,1,1,1
78.25,Fork ,28,3.8,5,63,54.4,0,0,0,33,9,1,1,1,1
98.5,Fork ,29,5.9,6,58.31890669,20.8,0,0,1,7,6.1,0,0,0,0
81.75,Fork ,31.56803874,1.1,2,77,75,0,1,3,20,9,1,1,1,1
88.5,Fork ,24,4.2,6,43,15,0,0,0,17,9,1,1,1,1
78.75,Fork ,28,3.1,4,82,135,0,0,0,41,9,1,1,1,1
85,Fork ,28,7.5,3,97,64,0,0,0,0,2.8,1,1,1,1
93.5,Spoon ,28.08110042,2.932361301,3.638629196,37.05443241,16.68099094,0,1,2,10,7,1,0,1,1
79.75,Spoon ,30,4,1,43,9.4,0,0,0,0,9,1,1,1,1
89.25,Fork ,26,5.37,7.714708994,41,81.5,0,0,0,21,9,1,1,1,1
97,Fork ,28,6,5.52,4,69,0,0,3,3,9,0,0,0,0
94.5,Spoon ,22,3.721882602,12.48838262,55.53774922,51.93916639,0,0,0,0,3,1,1,1,1
88,Spoon ,28,2.3,9,51,18,0,0,0,0,8.1,1,1,1,1
75.75,Fork ,28,3.277051933,7.868871628,60.98377635,76.29216672,0,0,0,0,9,0,0,0,0
97.5,Spoon ,28,2.730985733,3.747088691,38.073198,20.28095904,0,0,0,10,4.8,0,0,0,0
74.5,Fork ,28,1.8,7,67.40629633,86.8,0,0,0,23,9,1,1,1,1
71.5,Spoon ,30.68114866,6.2,5,65,29,0,0,1,0,10.2,1,1,1,1
88.75,Fork ,28,2.885737616,6.901440103,59.82967017,85.00403513,0,0,0,0,9,0,0,0,0
78,Spoon ,35,2.7,4.381613218,48,31,0,0,0,14,9,1,1,1,1
90.25,Fork ,28,3.353388476,5.303677131,58.91770433,69.47802949,0,0,0,10,7.7,0,0,0,0
90.75,Fork ,28,3.111202023,6.562186126,58.95103366,82.84311087,0,0,0,13,9,0,0,0,0
94.25,Spoon ,28,3.7,1,16,1,0,0,0,18,8.4,0,0,0,0
84,Spoon ,28,3.3,1,6.5,31,0,0,2,29,27,1,1,1,1
85.25,Spoon ,28,3.545413584,1,15,23,0,0,1,0,9,1,1,1,1
87.25,Spoon ,50,2,2,34,1.5,0,0,1,42,9,1,1,1,1
98.75,Fork ,27,3.3,4,65,49,0,0,0,26,6.4,1,1,1,1
92.75,Spoon ,30.74426196,3.63907007,6.061760501,54.72787367,35.33357633,0,4,6,0,9,1,1,1,1
82.75,Fork ,50,1.5,7,60,87.5,0,0,0,55,6.1,1,1,1,1
73.75,Spoon ,27,6.2,5,55,47,0,0,0,0,5.3,1,1,1,1
90.5,Spoon ,31,6.15,1.2,66.7,18.45,0,0,2,20,9,1,1,1,1
83,Spoon ,28,3.709730197,2.984692269,42.31563296,14.96438258,0,0,0,0,9,1,1,1,1
85.5,Fork ,30,3.67491462,7.085107547,59.87341335,63.7770733,0,0,0,60,9,1,1,1,1
80.75,Fork ,28,3.241535003,7.417145935,63.45463502,65.82308999,0,0,0,33,9,1,1,1,1
80,Spoon ,28.6948254,4.8,12,42,40,0,0,0,22,32,1,1,1,1
93.75,Spoon ,29.83270802,3.671705642,4.35483763,54.62114486,41.60151697,0,0,3,38,9,1,1,1,1
74.25,Spoon ,28,7.85,3,5,3.6,0,0,0,22,9,1,1,1,1
55.5,Fork ,23,2.9,75,75,10.1,0,0,1,24,9,0,0,0,0
56.5,Spoon ,28,3.798828987,6.537634435,42.89038337,0.9,0,0,0,0,9,1,1,1,1
83.75,Spoon ,20,2.3,4.210748535,57,1.04,0,0,1,9,9,0,0,0,0
92.5,Fork ,30,3.29392658,8.134050415,61.76130076,83.37376925,0,1,4,0,3.2,1,1,1,1
91,Spoon ,29.21881958,3.623795045,2.997927361,41.65683443,19.00892882,0,0,1,19,9,1,1,1,1
81.5,Spoon ,28,3.88,3,53,11,0,0,1,3,9,1,1,1,1
76.25,Fork ,29.39030043,3.310467393,6.933644243,64.18353289,70.13993054,0,0,0,21,9,1,1,1,1
99.25,Spoon ,26,2.845289232,6.550488999,58.26464123,70.12612086,1,1,1,7,1.7,0,0,0,0
83,Fork ,28,1.2,4,61.57847713,120.5,0,0,0,8,5.9,1,1,1,1
94,Fork ,28.41106605,2.1,3.5,50,121.2,0,0,0,0,9,0,0,0,0
70,Fork ,27,1.5,3,54,102,0,0,0,0,9,0,0,0,0
76,Spoon ,29.28368683,2.5,3,52,6,0,0,0,0,8.1,0,0,0,0
89.75,Spoon ,28.2707423,2.5,5,68,59.85852503,0,0,1,17,15,1,1,1,1
86.5,Spoon ,37,4.1,2.6,65,34.1,0,0,0,9,9,1,1,1,1
76.5,Spoon ,27.98970172,0.1,2,20,0.5,0,1,1,10,9,1,1,1,1
84.5,Spoon ,28,2.5,23,73,54,0,0,1,27,9,0,0,0,0
94.25,Fork ,26,3.1,5,60,111,0,0,3,0,9,0,0,0,0
90.75,Spoon ,28,5.2,1,40,22.1,0,0,0,0,9,1,1,1,1
93.5,Fork ,28.30624059,3.852679215,5.98554379,64.97173373,73.99959483,0,0,0,9,9,1,1,1,1
82.25,Fork ,30.26865321,0.5,2,38,8,0,0,3,45,9,1,1,1,1
72.5,Fork ,30.47478454,7.5,6,54,14.3,0,0,0,54,9,1,1,1,1
86.75,Spoon ,27.99326707,1.8,4,25,5,0,0,0,0,9,1,1,1,1
92.25,Fork ,30,3.514942755,6.319023812,63.80676338,73.07400344,0,0,0,8,3.9,1,1,1,1
80.75,Spoon ,27.50750785,0.6,5,54,16.3,0,0,0,11,5.2,0,0,0,0
111,Spoon ,28,2.979785435,4.465176947,54.22531274,77.13797333,0,0,2,0,9,0,0,0,0
84,Fork ,28,2.957244142,6.741138639,62.32775039,81.0956357,0,0,0,4,9,0,0,0,0
82,Fork ,31,4.2,2.3,45,53,0,0,1,0,9,1,1,1,1
83.25,Spoon ,28,7.5,1,37,10,0,0,0,0,9,1,1,1,1
89.5,Fork ,28,3.71,5,39,32.8,0,0,0,0,9,1,1,1,1
86,Spoon ,29.45479539,4.4,3.267037364,26,3,0,0,2,0,5.5,1,0,1,1
73.5,Spoon ,28,2,4,74,44,0,0,0,21,9,1,1,1,1
68,Spoon ,27,1,4.692517428,40.22863904,0.1,0,1,1,0,31,1,1,1,1
88.75,Fork ,26,4.9,4,65,42.5,0,0,0,19,9,0,0,0,0
77.25,Spoon ,30.77901622,4.6,3,54,6,0,0,0,13,9,1,0,0,1
98.75,Fork ,29,3.2,2,71,69.4,0,0,0,0,4.3,0,0,0,0
74,Fork ,26,3.6,9,61,115,0,0,0,14,9,1,1,1,1
84,Fork ,29.38061549,3.92,7,57,91.9,0,0,0,30,9,1,1,1,1
88.75,Fork ,29,3,5,85,19,0,0,1,0,8,1,1,1,1
98,Spoon ,28.46931449,8.5,4.707204515,52,32.1,0,0,2,16,8,1,1,1,1
94,Fork ,32.91278517,1.3,2,54,62,1,1,1,23,9,1,1,1,1
88,Spoon ,28.38390501,3.716066458,3.591499219,30.80663824,14.3831392,0,0,0,30,9,1,1,1,1
90.75,Spoon ,21,1.8,1,18,32.5,0,0,0,13,7.9,1,1,1,1
93,Fork ,25,4.5,9,73,68.5,0,0,0,14,9,1,1,1,1
74.75,Spoon ,32,3.6,5,60,16,0,0,2,0,9,1,1,1,1
103.75,Spoon ,23,3.2,2,8.96,16,0,0,0,0,9,1,0,1,1
77,Fork ,32.56164737,1.1,6,73,35.9,0,0,0,53,9,0,0,0,0
86.5,Fork ,28.20774916,3,7,65,94,0,0,0,15,7.6,1,0,1,1
93,Spoon ,26,3.305818243,8.061590099,38.6418331,33.60881781,0,0,0,25,9,1,1,1,1
85,Spoon ,60,4.5,3,34,2.4,0,0,0,0,9,0,0,0,0
89.25,Spoon ,28.18179574,3.197904214,3.097581183,40.22592122,16.28070309,0,0,1,14,9,1,1,1,1
111.5,Spoon ,30,2,6,68,175,0,0,0,0,9,1,1,1,1
93.25,Spoon ,22,3.2,3,70,2.9,0,0,0,10,7.9,1,1,1,1
84.5,Fork ,28.71855578,3.659340607,7.296221487,65.43487784,73.80232924,0,0,0,0,6.9,1,1,1,1
85.5,Fork ,27.78451463,2.990922168,7.047493739,62.66638866,87.07194864,0,0,0,0,4.5,0,0,0,0
78,Fork ,29.18919251,9.2,5,64,29.5,0,0,1,12,9,0,0,0,0
83.25,Fork ,28,1.5,1,33,31.75,0,0,1,20,9,1,1,1,1
92,Fork ,24,3.296682085,8.038658422,64.35069447,84.20088443,0,0,0,11,9,1,1,1,1
95.5,Fork ,28,1,6,60,112,0,0,3,3,2.7,0,0,0,0
94.75,Spoon ,28,2.3,6.282006093,64,50.79230753,0,0,0,8,9,1,1,1,1
97.5,Spoon ,30,6,4,55,23,0,0,1,14,9,1,1,1,1
97.75,Spoon ,28,0.97,5,28,36.7,0,0,0,16,9,1,1,1,1
94.5,Spoon ,26,3.562129429,4.763615249,47.17292071,36.43626574,0,0,1,12,7.3,0,0,0,0
90.25,Fork ,28,2,4,52,145,0,0,0,3,3.1,1,1,1,1
72.75,Spoon ,29,5.5,3.710425881,38.45720524,1,0,0,0,45,9,1,1,1,1
93,Fork ,26,2.5,6,63,71.5,0,1,1,21,9,1,1,1,1
97,Fork ,26,6,8.65104751,27,122,0,0,0,17,9,0,0,0,0
85.25,Spoon ,28,1.5,3,38,10.8,0,0,0,0,9,0,0,0,0
88.25,Spoon ,28.08273245,1.73,47,47,87.5,0,0,0,8,8,1,1,1,1
86,Spoon ,26,3.710140203,5.85457991,46.6711964,29.88321479,0,0,0,4,9,1,1,1,1
86,Spoon ,24,4.2,4,39,28.8,0,0,4,17,9,1,1,1,1
79,Spoon ,24,3.556782605,5.32063255,46.59405833,40.12567951,0,0,1,10,8.6,1,1,1,1
82,Fork ,26,6.1,4,80,17,0,0,0,11,7.1,1,1,1,1
80.5,Fork ,30,6.1,5,51,38,0,0,0,0,9,1,1,1,1
84.25,Fork ,31,3.3,4,42,17.5,1,1,3,17,9,1,1,1,1
89.75,Fork ,22,3.7,4,61.8,78.6,0,0,0,8,9,0,0,0,0
98.25,Fork ,27.4548405,6.2,4,80,22,0,0,0,0,2.9,0,0,0,0
96.75,Spoon ,40,6,2,40,46,0,0,1,3,0.2,0,0,0,0
94.75,Fork ,30,3.3,5,66,6,0,0,0,0,6.1,1,0,1,1
94,Fork ,24,3.155374334,11.19279925,65.15567629,73.84144216,0,0,0,16,9,0,0,0,0
71,Spoon ,30.77419872,4.184362502,9.082296114,58.36669246,51.30425723,0,0,0,0,9,1,1,1,1
88.5,Fork ,28.08335444,3.1,6,58,135,0,0,0,15,9,0,0,0,0
75.5,Fork ,28,3.474869092,6.908087968,63.57743929,60.9688413,0,0,0,31,9,1,1,1,1
93.25,Spoon ,27,3.365724741,7.45701299,44.80393763,33.21593382,0,0,1,7,9,0,0,0,0
91.75,Spoon ,28,1.5,2,50,20,0,0,0,13,6.7,1,1,1,1
73.75,Spoon ,36.46205399,3,3,57,76,0,0,0,60,15,1,1,1,1
99,Fork ,24,3.5,8,89,44,1,3,5,13,9.6,0,0,0,0
83,Spoon ,27,3.5,1,1,59.5,0,0,2,0,9,0,0,0,0
83.25,Spoon ,29.5261864,3.323209111,3.060141382,42.20659147,21.00300065,0,0,1,32,9,1,1,1,1
86.25,Fork ,25,5.5,4,63,72.3,0,0,0,0,3,1,1,1,1
70.75,Spoon ,33,2.6,1,32,14.7,0,0,0,22,9,0,0,0,0
84,Spoon ,28,3.305215172,3.429459507,42.90655038,15.41016621,0,0,0,0,9,1,1,1,1
90.25,Fork ,29.7555717,2.75,5,80,50,0,0,0,25,9,0,0,0,0
83.75,Fork ,28,3.9,6,68,25,0,0,0,0,7.8,1,1,1,1
108,Spoon ,28,2.935535808,4.388167848,53.22466521,71.62130983,0,0,2,0,9,0,0,0,0
78,Fork ,23,3.496637997,8.184263613,63.57502101,82.70189982,0,0,0,14,9,1,1,1,1
91,Fork ,28,2.993004357,6.445851324,61.68471402,86.27375612,0,0,0,0,9,1,1,1,1
97.5,Fork ,27.78158775,2.872337956,5.426319513,61.73832447,94.4493048,0,0,1,11,9.6,1,1,1,1
80.5,Fork ,28,1.5,7,70,100,0,0,0,29,9,1,1,1,1
94.25,Spoon ,28,3.4,1,42,75,0,0,0,13,9,1,1,1,1
91.5,Fork ,28,2.720984325,5.081834768,61.89920154,86.07324225,0,1,1,12,9,1,1,1,1
96.5,Fork ,24,3.8,8.5,46,126.5,0,0,0,17,9,1,1,1,1
93,Spoon ,28,2.1,1,40,11.5,0,0,2,18,9,1,1,1,1
112,Fork ,27.86888942,3.36709703,6.279282401,59.64187694,86.00817024,0,0,1,5,9,0,0,0,0
93,Fork ,31,3.8,15,61,29,0,1,2,0,9,1,1,1,1
73,Spoon ,28,4.7,4.5,58,5.5,0,0,3,0,9,1,1,1,1
89.75,Spoon ,26,4.5,3.941518041,39.68899459,11.1,0,0,3,11,9,1,1,1,1
90.25,Spoon ,24,1.85,8.351187001,32,147.24,0,0,0,3,3.5,1,1,1,1
97.5,Fork ,27,3.051307213,5,69,81,0,0,0,0,9,0,0,0,0
86.25,Fork ,29,6.8,4,60,146,0,0,0,0,9,0,0,0,0
82.75,Fork ,14,5.49,6.415024838,53,33.33,0,0,0,9,2.1,0,0,0,0
99.5,Soon,27.47270813,0.4,7.63957573,17,156,0,0,0,8,3,0,0,0,0
88.75,Fork ,28,2.915461946,6.364037601,64.03192846,75.76861342,0,0,0,27,9,1,1,1,1
75,Spoon ,28,5,1,60,3.03,0,0,2,20,9,1,1,1,1
94.5,Fork ,28,4.7,10,65,83,0,0,0,11,7.5,1,1,1,1
93,Fork ,30,2.4,4,66,82,0,0,0,0,9,0,0,0,0
75.25,Spoon ,28,3.051901086,4.350288236,36.17510351,28.3852621,0,0,0,26,15,1,1,1,1
77,Fork ,28,3.514718481,6.953671111,62.68124859,58.92289467,0,0,0,46,9,1,1,1,1
82.5,Fork ,33.94186686,2.6,1,28,16,0,0,0,51,9,1,1,1,1
77,Spoon ,30,4.82,4.266306412,58,16.6,0,0,2,56,9,1,1,1,1
91,Fork ,27.36030429,2.7,2,70,93,0,0,0,4,3.7,0,0,0,0
82,Fork ,30,3.6,4,49,16,1,1,4,33,9,1,1,1,1
88.75,Spoon ,27,2.3,3,24,17.63667163,0,1,1,13,5,1,1,1,1
76,Fork ,28,3.6,9,50,83.8,0,0,0,0,9,1,1,1,1
80,Spoon ,28.17245291,3.308762517,3.370515491,41.30756775,16.94661285,0,0,0,0,3.3,0,0,0,0
91.75,Fork ,31,4,9,43,95,0,0,0,0,9,0,0,0,0
87.25,Fork ,28,3.1,22,60,111.8,0,0,0,0,9,1,1,1,1
83,Fork ,28,2.4,6.104792261,52,21,0,0,0,0,9,1,1,1,1
87.5,Fork ,29,3.5,6,48,46,0,0,3,7,9,1,1,1,1
79.5,Fork ,26,3.520101784,7.056526986,65.07067732,85.62409657,0,0,0,0,9,1,1,1,1
91.25,Fork ,29.57099182,3.29569007,6.100037353,66.46118975,78.10046159,0,0,0,0,9,1,1,1,1
81.5,Fork ,30,2.6,5,63,81,0,0,1,0,9,1,1,1,1
82,Spoon ,21,2.2,2,71,76,0,1,3,0,9,1,1,1,1
91.25,Fork ,28,4.03,5.779947116,53,102.3,0,0,0,12,5.4,1,1,1,1
78.5,Spoon ,28.82132303,4.8,1,47.25842817,31,0,0,2,0,9.9,1,1,1,1
91.5,Fork ,32.73640553,1.5,9,50,200,0,0,0,13,9,0,0,0,0
79.5,Fork ,30,2.6,4.3,62,46.9,0,0,0,0,9,1,1,1,1
93,Spoon ,28,5,4,53,14,1,1,1,0,9,0,0,0,0
83,Spoon ,27,8.28,4,23,2.9,0,0,0,0,9,1,1,1,1
94.5,Spoon ,28.50807792,2.9,3,22,71,1,1,2,15,9,1,1,1,1
90.75,Spoon ,28,6.8,1,36,15,0,0,1,0,31,1,1,1,1
99.5,Spoon ,28,4,5,62,24,0,0,0,0,9,0,0,0,0
91,Spoon ,29.70145873,3.471646773,3.11848029,42.97981834,20.70032507,0,0,2,26,9,1,1,1,1
77,Spoon ,28,1.2,5,33,28.63,0,0,0,20,9,1,1,1,1
102.75,Spoon ,27.85870631,3.652540025,5.911295179,58.14693616,73.0114474,0,0,0,0,9,0,0,0,0
83.5,Fork ,29.69793174,2.1,9.869863976,70,75.01325141,0,0,0,24,9,1,1,1,1
88.5,Spoon ,28.28926255,1,1.8,47,21.9,0,0,0,0,9,1,1,1,1
71.75,Spoon ,28,3.8,1,65,10,0,0,0,20,9,1,1,1,1
85,Spoon ,23,4.4,3,51.23535689,58,0,0,0,4,9,1,1,1,1
91.75,Spoon ,35,3.667885549,6.60683877,51.90850394,49.56956234,0,0,0,0,9,1,1,1,1
74.75,Spoon ,29,3.7,1,2,17.72594186,0,0,3,35,23,0,0,0,0
93.5,Fork ,28.9488521,3.354481686,7.661081366,65.28674883,74.55115252,0,0,0,14,9,1,1,1,1
96.25,Spoon ,25,4.6,11.40967411,15,38.5,0,0,0,5,5.8,0,0,0,0
97,Spoon ,30,5.6,4,82,23,0,0,2,0,9,1,1,1,1
91.25,Fork ,42,2.8,5,53,35,0,0,0,28,9,1,1,1,1
85,Spoon ,30,3.28,2.941875523,41.56504963,17.06235509,0,0,1,14,9,1,1,1,1
97.75,Spoon ,28,5.8,3,43.1584981,32.3,1,1,1,12,9,1,1,1,1
79.25,Spoon ,27,3.33364332,6.258849604,51.4915309,48.39229056,0,0,2,8,9,0,0,0,0
92.25,Fork ,30,4.7,6,58,78,0,0,0,31,32,1,1,1,1
97,Fork ,27.70587419,3.16460091,5.69274244,60.26750811,78.9159809,1,1,1,4,9,0,0,0,0
91,Spoon ,28,5.74,5,40,50.2,0,0,0,0,9,0,0,0,0
99,Fork ,26,1.5,4,65,151,0,0,0,20,9,0,0,0,0
82.25,Spoon ,28,4.5,9,49,51,0,0,1,8,6.6,0,0,0,0
98.25,Fork ,25,2,7,56,130,0,0,1,5,4.5,0,0,0,0
80.25,Fork ,24,3.4,6,37.5,27.5,0,0,0,16,9,0,0,0,0
82,Fork ,60,2.9,6,71,60,0,0,0,22,9,1,1,1,1
82.25,Spoon ,50,2.5,1.5,30,6,0,0,0,46,38,1,1,1,1
89.25,Fork ,28.2166133,1.9,4,51,53,0,0,0,0,9,0,0,0,0
83,Spoon ,34,3.279284119,3.890129438,51.26221463,32.85036429,0,4,4,17,40,1,1,1,1
94.5,Spoon ,27.93818392,1.4,6,27,8,0,0,1,16,9,0,0,0,0
75.5,Fork ,35,3.318285148,5.991997671,60.15328924,75.9667445,0,0,1,45,9,1,1,1,1
91.5,Spoon ,27.37296428,4,6,21,14,0,0,0,15,9,1,1,1,1
92.5,Spoon ,30,3.1,2,50.73500104,80.25,1,1,1,10,4.7,1,1,1,1
87.5,Fork ,29,7.1,4,62,17.1,0,0,0,45,9,1,1,1,1
81,Fork ,28,3.346657656,6.181638412,62.16974368,69.64747993,0,0,1,42,9,1,1,1,1
78,Fork ,31.37986897,3,6,64,6,0,0,0,32,9,1,1,1,1
89,Spoon ,28,5,3,25,14.5,1,1,4,20,9,1,1,1,1
88.5,Spoon ,28,4.27,3.62407951,49,27.43993686,1,1,2,6,5.3,1,1,1,1
85.75,Fork ,28,1.8,6,53,36,0,0,3,24,23,1,1,1,1
98,Fork ,36,3.31,2.5,52.5,70.33,0,0,0,10,6.1,1,1,1,1
96.5,Spoon ,30,4.490320096,9,47.89621315,39.19000531,0,0,0,16,9,1,1,1,1
99.5,Spoon ,28,1,4,54.22353286,59,1,1,3,0,9,0,0,0,0
75.75,Spoon ,28,7.3,1.5,48.01970659,54.8,0,0,0,19,19,1,1,1,1
85.75,Fork ,28,3.26,4,56,15.2,0,0,0,0,9,1,1,1,1
80.75,Spoon ,26,5,1,5,0.1,0,0,0,0,9,1,1,1,1
87,Fork ,28,4.2,6,51,97,0,0,0,22,9,1,1,1,1
